Questions
숙박문의
방
2021년 5월 29일 예약
예약 문의
예약
안녕하세요 문의드립니다.
예약확인
호텔예약확인요청
예약확인요청
호텔취소요청드립니다
예약문의
예약 취소 요청 드립니다.
"13,14일 2박 예약 문의"
예약 취소 부탁드립니다.
예약취소 부탁드립니다.
예약확인부탁드립니다.
예약을 하였습니다. 비흡연실로 부탁드립니…
예약합니다.
예약 취소 요청
8/31일 vip품 1박2일 예약취소
8/4-8/5 숙박 문의합니다.
6월8일 일반실 1박2일 예약취소바랍니다
6월 6일(1박 2일) 일반실 예약 취소 부탁합니다
예약취소 요청 드립니다
예약 취소 요청합니다.
예약가능여부 문의
금연실로부탁드립니다
예약이 가능한지 문의합니다.
예약 확인 부탁드려요.
예약확인부탁드립니다
예약 확인 요청
고려대학교 이과대학 직원 워크샵 방문 예약…
예약확인요망
예약확인 부탁합니다.
예약 확인 부탁드립니다.
확인
예약 확인 부탁드려요
객실예약문의 드립니다.
예약확인 부탁드립니다.
예약부탁드립니다.
예약변경요청
예약확인부탁드려용
예약확인 문자 부탁드립니다.
예약확인문의
예약 확인이요 2018.1.20 일 스위트룸 2실 예약…
카드결재 관련
12/22(금) 일반실 1박 예약 확인 요청
12/30 1박 vip예약 입금 확인 부탁드려요.
12월 31일자 예약확인 부탁드려요~
12/23(토) 일반실 예약했습니다.
12월 24일 1박 방 3개 예약..확인 답변부탁드립…
예약확인좀~~
한실 예약
한실예약 했는데 확인은 어디서 하나요?
가족 4명 숙박은   어떤객실로  해야하는지요.…
숙박예약 문의드려요
특실은 예약이 안 되나요?
예약 문의 게시판 입니다.
